location,bath,price,bhk,sqft
Haralur Road,2,75.0,2,1300.0
Anandapura,2,50.0,2,1141.0
Hormavu,2,67.0,2,1310.0
Gubbalala,3,140.0,3,1745.0
Raja Rajeshwari Nagar,2,37.0,2,1050.0
Electronic City Phase II,2,34.0,2,1140.0
Varthur,2,54.0,2,1210.0
Kasavanhalli,3,142.0,3,2035.0
Sarjapur,1,17.09,1,633.0
Amruthahalli,1,19.5,1,485.0
Varthur,2,40.0,2,1112.0
Other,2,82.0,2,1200.0
Sarjapur  Road,4,187.0,3,2275.0
Other,3,85.0,3,1419.0
Other,3,270.0,3,2020.0
Kundalahalli,2,91.0,2,1047.0
Thanisandra,4,117.0,3,1884.0
Malleshpalya,3,149.0,3,1200.0
Bannerghatta Road,2,58.0,2,905.0
JP Nagar,2,108.0,3,1500.0
Other,1,50.0,1,850.0
Bommasandra Industrial Area,2,32.49,2,1125.0
Tindlu,2,59.8,2,1165.0
Other,2,55.0,2,933.0
Hennur Road,2,77.0,3,1305.0
Billekahalli,2,65.0,2,1125.0
Hosa Road,1,43.68,1,625.0
Kundalahalli,3,128.0,3,1724.0
Other,1,75.0,1,400.0
Other,2,80.0,2,823.0
7th Phase JP Nagar,2,50.0,2,990.0
Kothanur,2,59.0,2,1185.0
Kadubeesanahalli,2,78.0,2,1140.0
Ambedkar Nagar,4,120.0,3,1950.0
Yelahanka,3,125.0,3,1756.0
Kumaraswami Layout,4,300.0,4,2600.0
Chandapura,1,14.04,1,520.0
Whitefield,2,72.0,2,1216.0
Sarjapur  Road,2,60.8,2,1026.0
Sarjapur  Road,4,300.0,4,3335.0
Kodichikkanahalli,4,125.0,5,2700.0
Begur,2,60.0,3,1411.0
Bannerghatta,2,50.0,2,1320.0
Kalena Agrahara,3,155.0,3,1804.0
HSR Layout,2,46.0,2,1140.0
Banjara Layout,4,105.0,4,1200.0
Hebbal,4,189.0,4,2375.0
Other,3,120.0,3,1750.0
TC Palaya,2,55.0,2,1152.0
Lingadheeranahalli,3,120.0,3,1684.0
Panathur,2,60.0,2,1075.0
Hebbal,2,99.26,2,1420.0
Shampura,5,95.0,7,2800.0
Domlur,3,180.0,3,1850.0
Other,3,170.0,3,2150.0
5th Block Hbr Layout,5,300.0,6,5100.0
Kadugodi,2,110.0,3,1875.0
Hulimavu,2,82.0,3,1260.0
Kengeri,4,100.0,5,2500.0
Begur Road,2,64.0,2,1241.0
Other,1,218.0,2,1500.0
Electronic City,2,60.0,2,1070.0
Begur,2,40.0,2,815.0
Malleshwaram,2,190.0,2,1400.0
Varthur,4,175.0,4,1740.0
Sarjapur  Road,2,70.0,2,1216.0
Other,2,190.0,3,2200.0
Hegde Nagar,5,450.0,4,3500.0
Vidyaranyapura,7,375.0,7,3150.0
Marathahalli,2,50.18,2,1026.0
Hulimavu,1,20.0,1,450.0
KR Puram,2,45.79,2,1205.0
Other,2,87.0,2,1368.0
Anekal,1,12.5,1,420.0
Doddakallasandra,2,42.0,2,1270.0
Anekal,1,28.0,2,614.0
Margondanahalli,2,58.0,2,1050.0
Other,3,70.0,3,1200.0
Poorna Pragna Layout,2,50.0,2,960.0
NGR Layout,2,46.0,2,1021.0
Hegde Nagar,4,129.0,3,2162.03
Channasandra,2,36.0,2,1065.0
Attibele,1,10.25,1,400.0
Other,2,83.0,2,1175.0
Sanjay nagar,2,59.0,2,1050.0
KR Puram,3,97.0,3,1827.0
Thanisandra,4,122.0,3,1930.0
Mysore Road,2,37.0,2,883.0
Kengeri,1,16.75,1,550.0
Raja Rajeshwari Nagar,3,59.0,3,1021.0
Nagarbhavi,2,135.0,3,1400.0
Doddaballapur,3,200.0,4,2400.0
Munnekollal,2,57.9,3,1200.0
JP Nagar,3,125.0,3,1520.0
Thanisandra,1,38.46,1,777.0
EPIP Zone,3,177.0,3,2710.0
Kenchenahalli,2,57.0,2,1150.0
Mahalakshmi Layout,2,110.0,3,1200.0
Hebbal,2,92.0,2,1252.0
Marathahalli,2,80.0,2,1270.0
Tumkur Road,2,70.0,2,992.0
Kumaraswami Layout,7,150.0,7,3200.0
Other,3,98.0,3,1400.0
Murugeshpalya,2,56.0,3,1344.0
Whitefield,3,74.0,3,1396.0
Garudachar Palya,2,119.0,3,1610.0
Tindlu,2,55.0,2,1050.0
Ramamurthy Nagar,2,37.8,2,1050.0
Yelahanka,2,58.0,2,1104.0
Hennur Road,2,67.0,2,1165.0
Kudlu,2,44.0,2,1027.0
Hormavu,2,60.0,2,1310.0
Other,3,300.0,3,2240.0
Varthur,2,31.0,2,986.0
Akshaya Nagar,4,95.0,3,1893.0
Gollarapalya Hosahalli,3,56.0,3,1318.0
Kereguddadahalli,2,33.0,2,800.0
Jalahalli East,2,52.0,2,1010.0
Banashankari,2,75.0,2,1260.0
Other,3,165.0,3,1520.0
Harlur,2,75.0,2,1197.0
Thanisandra,2,68.0,3,1241.0
Kasavanhalli,3,110.0,3,1747.0
Hennur Road,2,51.0,2,980.0
Dasanapura,2,58.0,2,966.0
Other,3,185.0,4,2360.0
Sarjapur  Road,2,62.0,2,1112.0
Hennur,2,113.0,3,1830.0
Yelahanka,2,67.77,2,1175.0
Horamavu Banaswadi,2,45.0,2,1025.0
Hennur Road,2,80.0,2,1232.0
5th Phase JP Nagar,2,57.0,2,1010.0
Battarahalli,2,102.0,2,1590.0
Electronic City Phase II,2,65.0,3,1252.0
Yelahanka,2,77.9,2,1322.0
7th Phase JP Nagar,1,60.0,1,1000.0
Harlur,3,117.0,3,1755.0
Electronic City Phase II,2,46.0,2,1135.0
Electronic City,4,125.0,4,1200.0
Nagavarapalya,2,85.5,2,1260.0
Hoodi,5,395.0,5,3250.0
Ambedkar Nagar,4,550.0,4,3500.0
Electronic City Phase II,3,65.0,3,1305.0
Uttarahalli,1,45.0,2,1125.0
KR Puram,2,32.25,2,1075.0
Thanisandra,6,110.0,6,2999.97
Kadugodi,2,42.0,2,1150.0
Other,4,240.0,4,1440.0
Hennur Road,2,43.4,2,1085.0
Hebbal Kempapura,3,165.0,3,1785.0
Malleshwaram,4,300.0,3,2475.0
Thanisandra,4,120.0,3,1930.0
Kumaraswami Layout,3,110.0,4,2450.0
Other,4,120.0,4,1200.0
Bannerghatta Road,3,122.0,3,1920.0
Kothannur,2,34.2,2,1085.0
Thanisandra,1,50.4,1,760.0
Sahakara Nagar,2,80.0,2,1201.0
Electronic City,3,97.0,3,1615.0
HSR Layout,2,70.0,2,1289.0
Kasavanhalli,2,80.0,2,1377.0
Cunningham Road,3,560.0,3,2880.0
Other,3,200.0,3,1892.0
Shivaji Nagar,3,348.0,3,2176.0
Thanisandra,1,32.82,1,663.0
Talaghattapura,4,340.0,3,3554.0
Other,2,65.0,2,1050.0
Seegehalli,2,50.0,2,1176.0
Thanisandra,3,115.0,3,1801.0
Parappana Agrahara,2,46.0,2,1194.0
NRI Layout,2,125.0,2,2400.0
Sarjapur  Road,4,610.0,4,4250.0
Thanisandra,4,220.0,4,3671.0
Hoodi,3,140.0,3,2144.0
Hoskote,2,33.75,2,1065.0
Uttarahalli,2,40.58,2,1160.0
Parappana Agrahara,2,47.0,2,1194.0
2nd Phase Judicial Layout,3,69.0,3,1681.0
Bommasandra Industrial Area,2,32.64,2,1130.0
Iblur Village,5,335.0,4,3633.0
Bommasandra Industrial Area,2,30.75,2,1065.0
R.T. Nagar,2,45.0,2,1500.0
Panathur,2,69.0,2,1210.0
TC Palaya,2,39.4,2,1126.0
Rayasandra,2,59.0,3,1357.0
Kodigehaali,3,185.0,4,1600.0
Hennur Road,2,55.0,2,950.0
Bellandur,2,48.0,2,960.0
Other,3,92.0,3,1625.0
Kaggalipura,4,150.0,3,2200.0
Ambalipura,2,112.0,3,1607.0
Cooke Town,3,250.0,3,2300.0
Yeshwanthpur,5,185.0,6,2500.0
Bellandur,2,116.0,3,1690.0
Other,2,97.0,2,1269.0
Haralur Road,2,46.0,2,1243.0
Electronic City Phase II,2,33.64,2,1165.0
BTM Layout,2,56.81,2,1196.0
Parappana Agrahara,2,47.0,2,1194.0
Old Madras Road,3,110.0,3,1630.0
Chikkabanavar,2,38.0,2,1067.0
Kanakpura Road,2,89.63,2,1299.0
Panathur,2,76.0,2,1343.0
Lingadheeranahalli,4,153.0,4,2236.0
Domlur,3,235.0,3,2955.0
Balagere,2,79.0,2,1205.0
Thyagaraja Nagar,2,95.25,3,1270.0
Other,2,110.0,3,1353.0
Other,2,70.0,3,1250.0
Other,3,261.0,3,1950.2
Sarjapur  Road,2,69.0,3,1157.0
Kanakapura,1,35.475,1,825.0
Yelahanka,1,33.0,1,602.0
Hoodi,2,66.46,2,1108.0
Thyagaraja Nagar,2,68.0,2,1040.0
Sarjapur,2,87.0,2,1451.0
Raja Rajeshwari Nagar,2,40.54,2,1196.0
Kanakpura Road,1,37.32,1,850.0
Other,3,298.0,3,2171.66
Kudlu,1,33.0,1,720.0
Thanisandra,3,115.0,3,1573.0
Sarjapur  Road,2,60.8,2,1026.0
CV Raman Nagar,2,78.0,3,1400.0
Banashankari Stage III,3,147.0,4,2100.0
Raja Rajeshwari Nagar,3,88.0,3,1500.0
Malleshwaram,3,380.0,3,2400.0
HRBR Layout,3,240.0,3,1200.0
Kothanur,3,105.0,3,1790.0
Ramagondanahalli,2,75.0,2,1125.0
Hennur,3,84.205,3,1830.5
Marathahalli,2,50.0,2,1100.0
7th Phase JP Nagar,2,51.0,2,1080.0
Banaswadi,2,57.0,2,1105.0
Dasanapura,1,41.0,1,708.0
Kudlu,2,44.0,2,1027.0
Other,3,100.0,3,1600.0
Other,1,22.0,1,540.0
Dasarahalli,2,42.0,2,1200.0
Kalena Agrahara,2,95.0,3,1837.0
Balagere,2,68.0,2,1012.0
Other,3,193.0,3,1950.2
Harlur,2,79.9,2,1197.0
BTM 2nd Stage,2,47.0,2,1100.0
Hebbal Kempapura,4,384.0,4,3729.0
Sarjapur  Road,3,120.0,3,1600.0
Green Glen Layout,3,120.0,3,1715.0
Bannerghatta Road,4,180.0,4,2400.0
Ramagondanahalli,2,42.5,2,1151.0
Uttarahalli,2,60.0,2,1123.0
Yelahanka,2,77.0,2,1315.0
R.T. Nagar,2,52.0,2,1325.0
Jakkur,3,104.0,3,1660.0
Kodichikkanahalli,2,58.0,2,1299.0
Haralur Road,2,90.0,2,953.0
Gunjur,2,60.0,2,1457.0
Varthur,1,65.0,2,1000.0
Mallasandra,2,76.3,3,1100.0
Iblur Village,6,425.0,5,5515.0
Bellandur,1,40.0,1,950.0
Other,2,60.0,2,1013.0
Hennur Road,2,56.0,2,1140.0
Other,3,220.0,3,2100.0
Other,3,95.0,3,1625.0
Lakshminarayana Pura,3,150.0,3,1615.0
Kalena Agrahara,2,85.0,2,1180.0
Nagasandra,2,91.0,2,1500.0
Bellandur,2,45.0,2,850.0
Kothanur,2,55.0,2,1130.0
CV Raman Nagar,2,38.0,2,907.0
HRBR Layout,2,90.0,2,1300.0
Hennur Road,3,110.0,3,1891.0
Other,1,55.0,2,930.0
Devanahalli,2,58.0,2,1010.0
Electronic City,2,68.0,2,1221.0
Banashankari,4,470.0,4,2400.0
Hoodi,2,87.48,2,1108.0
Sarjapur  Road,2,70.0,2,1370.0
Banashankari Stage V,2,41.5,2,920.0
Bhoganhalli,2,79.89,2,1277.0
Horamavu Agara,2,38.1,2,1213.0
Singasandra,3,85.0,3,1653.0
Sarjapur,3,140.0,4,2400.0
Other,5,500.0,4,3000.0
Kothanur,4,250.0,4,1600.0
Badavala Nagar,2,90.0,2,1274.0
Lakshminarayana Pura,2,75.0,2,1195.0
Kammasandra,2,35.0,2,940.0
Budigere,3,95.5,3,1820.0
Whitefield,3,96.9,3,1615.0
Subramanyapura,2,62.5,2,985.0
Attibele,2,25.0,2,656.0
Kaggadasapura,2,39.5,2,1105.0
Other,3,185.0,4,2400.0
Uttarahalli,2,35.0,2,1000.0
Uttarahalli,2,57.0,3,1330.0
Old Madras Road,2,52.0,2,1165.0
Bannerghatta Road,2,45.0,2,1270.0
Other,2,85.0,3,1427.0
Banashankari Stage III,2,95.0,3,1420.0
Kothanur,5,130.0,4,1600.0
Other,2,200.0,2,2031.0
Bellandur,2,90.0,2,1454.0
Other,3,180.0,4,2000.0
Sarjapur  Road,2,74.03,2,1346.0
Other,1,25.5,1,700.0
JP Nagar,2,99.0,2,1405.0
Doddathoguru,2,50.0,2,1100.0
Chikka Tirupathi,4,120.0,3,2153.0
Other,3,120.0,3,1200.0
Ulsoor,3,170.0,3,2135.0
Uttarahalli,2,47.0,2,1125.0
2nd Phase Judicial Layout,2,47.25,3,1350.0
Pai Layout,2,48.0,2,1068.0
Doddathoguru,2,32.9,2,940.0
Hosa Road,2,32.79,2,1063.0
Brookefield,2,84.5,2,1382.0
Harlur,2,45.0,2,936.0
Sarjapur  Road,1,26.0,1,475.0
Other,2,115.0,2,1200.0
Kudlu,2,52.0,2,1162.0
Hosa Road,2,48.75,2,1161.0
Green Glen Layout,2,105.0,3,1623.29
Brookefield,2,70.0,2,1260.0
Billekahalli,3,190.0,4,1672.0
Seegehalli,4,240.0,3,3000.0
Murugeshpalya,2,70.0,3,1500.0
Budigere,1,34.545,1,705.0
Other,6,200.0,5,1650.0
Other,3,200.0,3,2000.0
Electronic City,3,150.0,3,1200.0
Nagarbhavi,2,46.2,2,1100.0
Ramagondanahalli,3,155.0,3,2257.0
Other,2,90.0,2,1150.0
Other,1,40.0,1,595.0
Hoodi,3,110.0,3,1837.0
Green Glen Layout,3,115.0,3,1715.0
Hebbal Kempapura,3,148.0,4,1200.0
NRI Layout,5,95.75,4,2700.0
Vidyaranyapura,5,135.0,4,2400.0
Raja Rajeshwari Nagar,2,66.0,2,1168.0
Begur Road,2,36.54,2,1160.0
Kumaraswami Layout,2,72.0,2,600.0
ITPL,2,25.4,2,850.0
Ramamurthy Nagar,2,39.0,2,935.0
Doddaballapur,1,49.0,1,654.0
Domlur,3,180.0,3,1650.0
Kaggalipura,2,60.0,2,950.0
Doddakallasandra,2,42.87,2,1072.0
Uttarahalli,1,42.09,2,1165.0
Kathriguppe,2,69.49,3,1390.0
Kalena Agrahara,3,78.0,3,1510.0
Thanisandra,2,90.0,2,1305.0
Kodigehaali,2,32.0,2,866.0
Hulimavu,2,84.5,2,1231.0
Sompura,2,45.0,3,1360.0
Kanakpura Road,1,30.0,1,525.0
Hormavu,2,45.75,2,1020.0
Old Airport Road,4,262.0,4,3504.0
Vidyaranyapura,2,41.0,2,1100.0
Bannerghatta Road,4,500.0,4,4723.0
Kothannur,2,37.0,2,820.0
Sarjapur,4,386.0,4,3508.0
Other,4,400.0,4,3700.0
Kalena Agrahara,2,70.0,2,1354.0
Basavangudi,3,250.0,4,2453.0
Garudachar Palya,2,51.8,2,1154.0
Raja Rajeshwari Nagar,2,86.0,3,1400.0
Other,3,150.0,3,1625.0
Electronic City,3,73.0,3,1500.0
Bannerghatta Road,2,80.0,3,1520.0
Kadugodi,3,109.0,3,1762.0
Budigere,2,58.0,2,1153.0
Yelahanka,4,223.0,4,2650.0
Sompura,2,47.0,3,1350.0
Billekahalli,2,56.0,2,950.0
Jakkur,3,310.0,3,3295.0
Neeladri Nagar,2,30.0,2,1100.0
HBR Layout,2,120.0,2,1200.0
5th Phase JP Nagar,8,95.0,7,2500.0
Hoskote,4,100.0,4,1200.0
Padmanabhanagar,3,170.0,3,2051.0
BTM Layout,2,99.0,3,1470.0
Bannerghatta Road,2,73.0,3,1270.0
Hebbal Kempapura,3,170.0,3,1600.0
Other,3,165.0,3,2505.0
Whitefield,2,70.0,2,1200.0
Horamavu Banaswadi,2,52.0,2,1081.0
Parappana Agrahara,2,46.0,2,1194.0
Sonnenahalli,1,30.24,1,605.0
Yelahanka,1,25.0,1,567.0
Rajaji Nagar,3,275.0,2,1718.0
Banashankari Stage VI,2,70.385,3,1410.5
Green Glen Layout,3,105.0,3,1715.0
Doddaballapur,5,270.0,4,3206.0
Kundalahalli,4,235.0,4,1500.0
Bannerghatta Road,3,120.0,3,1846.0
Thanisandra,4,125.0,3,1965.0
NGR Layout,2,45.9,2,1021.0
Haralur Road,2,67.65,2,1230.0
Uttarahalli,2,55.0,2,1260.0
Lingadheeranahalli,4,114.0,3,1894.0
Jakkur,3,131.0,3,1950.0
Sector 2 HSR Layout,2,66.0,2,1231.0
Mahadevpura,2,58.0,2,1236.0
Other,3,135.0,3,1650.0
Begur,2,70.0,3,1443.0
Other,2,68.0,2,925.0
Uttarahalli,2,53.36,2,1284.0
Chikkalasandra,2,59.0,2,1325.0
Kudlu Gate,2,79.54,2,1183.0
Other,3,100.0,3,1750.0
Other,1,27.0,1,747.0
Electronic City,2,90.0,2,1342.0
Other,3,110.0,3,1738.0
Brookefield,2,90.0,2,1206.0
Hebbal,2,59.0,2,1162.0
Parappana Agrahara,2,46.0,2,1194.0
Sarjapur  Road,4,155.0,3,1857.0
Rajaji Nagar,3,240.0,2,1763.0
Uttarahalli,2,45.99,2,1150.0
Chikkalasandra,2,72.0,2,1290.0
HBR Layout,2,145.0,2,900.0
Sanjay nagar,2,70.0,2,1150.0
Banashankari,2,109.0,3,1040.0
Sarjapur  Road,3,185.0,4,1750.0
Lingadheeranahalli,4,160.0,4,2240.0
Ambedkar Nagar,3,125.0,3,1852.0
Chandapura,2,42.0,3,1323.0
Vittasandra,2,67.5,2,1404.0
Dodda Nekkundi,2,60.0,2,1370.0
Gollarapalya Hosahalli,2,50.0,2,1129.0
Mahalakshmi Layout,3,150.0,3,1876.0
Jalahalli East,4,80.0,4,1200.0
Mysore Road,2,86.68,2,1175.0
Other,1,51.0,1,500.0
Hosa Road,3,130.0,3,1893.0
CV Raman Nagar,2,110.0,2,1392.0
Kanakpura Road,3,105.0,3,1938.0
Other,2,360.0,3,2400.0
HBR Layout,3,160.0,3,1832.0
Konanakunte,2,85.0,3,1423.0
Jakkur,2,85.0,2,1432.0
Other,4,235.0,4,1350.0
Hulimavu,2,150.0,3,1916.0
Hennur,2,55.5,2,1255.0
Yelenahalli,2,44.08,2,1160.0
Bommanahalli,2,53.0,2,1160.0
Lakshminarayana Pura,2,80.0,2,1200.0
7th Phase JP Nagar,2,44.0,2,1100.0
Ramagondanahalli,3,100.0,3,1500.0
Electronic City Phase II,2,50.35,3,1336.0
Choodasandra,2,46.0,2,1065.0
Hebbal,2,115.0,2,1294.0
Whitefield,2,75.0,2,1216.0
7th Phase JP Nagar,2,102.0,3,1430.0
Frazer Town,4,660.0,4,4100.0
Hoodi,3,125.0,3,1660.0
Jalahalli,2,76.77,2,1045.0
Anjanapura,2,30.0,2,950.0
Doddathoguru,3,65.0,3,1382.0
BTM 2nd Stage,2,46.0,2,930.0
Sarjapur  Road,2,116.0,3,1660.0
Dodda Nekkundi,2,71.0,2,1200.0
Other,3,140.0,3,1650.0
Budigere,3,88.0,3,1636.0
Rajaji Nagar,3,320.0,3,2367.0
Hegde Nagar,4,160.0,3,2087.01
LB Shastri Nagar,2,47.0,2,1200.0
HSR Layout,3,89.0,3,1844.0
Hosa Road,3,110.0,3,1537.515476
Begur Road,2,43.75,2,1215.0
Kanakpura Road,1,26.0,1,525.0
Bommasandra,2,37.97,2,955.0
Magadi Road,2,48.0,2,884.0
Kathriguppe,2,68.75,2,1250.0
Dodda Nekkundi,4,300.0,3,2400.0
Harlur,4,225.0,4,2990.0
Bellandur,2,52.0,2,1195.0
Begur,2,33.0,2,1200.0
Bommasandra,2,40.0,2,1089.0
Hennur Road,2,52.0,2,1165.0
Chandapura,1,10.0,1,410.0
Hennur,3,110.0,3,1482.0
Ramamurthy Nagar,2,68.0,2,1200.0
Kanakapura,3,113.0,3,1938.0
Mico Layout,2,43.0,2,1140.0
Hegde Nagar,5,430.0,4,3734.0
Other,1,28.0,1,720.0
Nagarbhavi,3,228.0,3,1200.0
Other,2,90.0,2,1100.0
Sector 7 HSR Layout,2,98.77,2,1162.0
Ramamurthy Nagar,1,35.0,1,540.0
R.T. Nagar,3,145.0,3,1300.0
Doddathoguru,2,62.0,2,964.0
Bannerghatta,2,42.5,2,1120.0
Other,1,22.8,1,600.0
Whitefield,4,157.0,3,2321.0
Other,1,24.0,1,540.0
Hebbal,2,57.0,2,1150.0
Sonnenahalli,3,75.0,3,1484.0
Vidyaranyapura,2,60.5,2,1200.0
Kumaraswami Layout,7,145.0,7,3100.0
Whitefield,4,530.0,4,4007.0
Rajaji Nagar,3,395.0,3,2409.0
Haralur Road,2,46.0,2,1194.0
Vittasandra,2,65.0,2,1246.0
Old Airport Road,2,75.0,2,1055.0
Harlur,2,88.0,2,1370.0
Whitefield,2,75.0,2,1224.0
Kambipura,2,39.0,2,883.0
Raja Rajeshwari Nagar,2,65.0,2,1157.0
Other,4,85.0,4,1200.0
Raja Rajeshwari Nagar,2,40.7,2,1206.0
Electronic City Phase II,1,16.75,1,575.0
Koramangala,3,170.0,3,1600.0
Electronic City,2,63.5,2,1128.0
Electronics City Phase 1,1,45.0,1,640.0
Other,3,185.0,3,2400.0
Kanakapura,2,38.15,2,1090.0
Electronic City,1,29.0,1,589.0
Kogilu,2,50.66,2,1140.0
Sarjapur  Road,4,500.0,4,3150.0
Kundalahalli,2,74.0,2,1315.0
Bellandur,2,115.0,3,1435.0
Haralur Road,2,44.0,2,1092.0
Kadugodi,2,80.0,2,1314.0
Koramangala,2,100.0,2,1260.0
Nagarbhavi,2,49.0,2,1080.0
Nagasandra,8,160.0,8,4000.0
Hennur Road,2,34.72,2,1052.0
Kodigehaali,3,80.0,3,1442.0
Kaggadasapura,2,75.0,3,1500.0
Hennur,2,53.57,2,1255.0
Kundalahalli,3,150.0,3,2100.0
Hennur Road,2,80.0,2,1450.0
Sarjapur  Road,2,69.61,2,1346.0
Kumaraswami Layout,2,29.0,2,1200.0
Electronic City Phase II,2,49.82,3,925.0
Dasarahalli,2,49.0,2,1160.0
Lingadheeranahalli,3,81.31,3,1768.0
Kothanur,2,54.0,2,1094.0
Other,3,90.0,3,1500.0
Gubbalala,3,130.0,3,1745.0
Bommanahalli,7,85.0,7,2875.0
Other,3,425.0,4,3500.0
Rajiv Nagar,5,160.0,4,2340.0
Whitefield,3,113.0,3,1655.0
Battarahalli,3,103.0,3,2024.0
Other,5,425.0,4,3100.0
Iblur Village,3,130.0,3,1920.0
Kambipura,2,55.0,3,1082.0
Margondanahalli,2,65.0,2,1160.0
Vittasandra,2,67.4,2,1246.0
Hosa Road,1,43.08,1,615.0
7th Phase JP Nagar,2,60.0,2,1128.0
Sarjapur,2,68.0,3,1525.0
Yelahanka,2,30.0,1,602.0
Kumaraswami Layout,4,400.0,7,3000.0
Other,4,110.0,4,1200.0
Murugeshpalya,3,96.0,3,1855.0
Sarjapur  Road,3,148.0,3,2089.0
Banashankari Stage VI,3,200.0,4,4800.0
Begur Road,2,44.73,2,1200.0
Sarjapur,2,45.0,2,1095.0
Ambedkar Nagar,3,297.0,3,2900.0
BTM 2nd Stage,3,345.0,3,2500.0
Kothanur,3,80.0,3,1170.0
6th Phase JP Nagar,2,88.0,2,1280.0
Rajaji Nagar,2,105.0,2,1224.0
Thanisandra,3,125.0,3,1694.0
Sarjapur  Road,3,98.38,3,1612.0
Murugeshpalya,2,75.0,2,1175.0
Other,1,24.0,1,600.0
Other,3,99.0,3,1770.0
Horamavu Agara,2,46.0,2,1090.0
Other,3,130.0,3,1800.0
8th Phase JP Nagar,2,48.0,2,1046.0
Uttarahalli,2,56.12,3,1290.0
Electronic City Phase II,2,30.76,2,1065.0
Ambedkar Nagar,4,121.0,3,1850.0
Battarahalli,2,49.0,2,1097.0
Kalena Agrahara,3,70.0,2,1200.0
Varthur,3,170.0,3,2160.0
Anekal,2,52.0,2,1140.0
Thigalarapalya,2,98.0,2,1297.0
Padmanabhanagar,2,50.0,2,1150.0
Babusapalaya,2,58.0,2,1245.0
Nagarbhavi,3,180.0,4,1800.0
Brookefield,3,140.0,3,1594.0
Chandapura,1,16.45,1,645.0
Raja Rajeshwari Nagar,2,50.0,2,1000.0
Whitefield,5,540.0,6,4000.0
Begur Road,2,42.0,2,1160.0
Other,2,95.0,3,1570.0
Sarjapur  Road,2,88.0,2,1290.0
Kudlu Gate,2,44.4,2,1200.0
Other,3,180.0,3,2250.0
Other,2,172.0,2,1270.0
Chikkabanavar,2,46.0,3,1320.0
Electronic City Phase II,2,30.75,2,1065.0
Sarjapur  Road,2,86.0,2,1371.0
Electronic City,3,94.5,3,1575.0
Other,5,353.0,5,3210.0
Haralur Road,3,90.0,3,1255.0
Yelahanka,2,80.0,2,1234.0
Sarjapur  Road,3,139.0,3,2140.0
Thubarahalli,3,101.0,3,1584.0
Sarjapura - Attibele Road,3,52.0,3,1555.0
Chandapura,1,16.45,1,645.0
Dodda Nekkundi,2,79.0,3,1585.0
Kalena Agrahara,2,71.0,2,1354.0
Hebbal,2,137.0,3,1740.0
Chandapura,2,36.0,2,1200.0
Begur Road,3,95.23,3,1583.0
Basaveshwara Nagar,1,180.0,2,1200.0
Bannerghatta Road,2,61.74,2,1122.5
Thanisandra,3,100.0,3,1573.0
CV Raman Nagar,2,42.88,2,1227.0
Raja Rajeshwari Nagar,2,63.0,3,1485.0
Haralur Road,3,97.0,3,1735.0
Hebbal Kempapura,3,175.0,3,1730.0
Green Glen Layout,3,105.0,3,1600.0
KR Puram,2,39.9,2,1100.0
Bannerghatta Road,3,95.0,3,1655.0
Hennur,3,121.0,3,1830.0
Judicial Layout,4,155.0,3,1989.0
Sarjapur  Road,2,55.0,2,1044.0
Banashankari,3,85.0,3,1426.0
Choodasandra,2,50.0,2,1115.0
Kathriguppe,2,69.99,2,754.0
Electronic City Phase II,2,33.06,2,1140.0
Kodichikkanahalli,2,35.0,2,900.0
Malleshwaram,1,45.0,1,580.0
Munnekollal,2,50.36,2,1030.0
Other,3,132.0,3,1950.0
Kundalahalli,3,125.0,3,1724.0
Other,2,130.0,3,1200.0
Rajaji Nagar,2,225.0,2,1314.0
Kothanur,2,65.0,2,1400.0
Kaggadasapura,2,68.0,3,1400.0
Hulimavu,2,44.6,2,1115.0
Bharathi Nagar,2,55.86,2,1300.0
Kanakpura Road,2,108.0,2,1332.0
Abbigere,2,41.0,2,1000.0
Whitefield,3,67.75,3,1200.0
Whitefield,4,145.0,4,2444.0
Sarjapur  Road,3,85.0,3,1600.0
Marathahalli,2,57.95,2,1196.0
Electronic City,2,54.0,2,1025.0
Sarjapur  Road,4,180.0,3,2180.0
Other,3,102.0,3,1600.0
Whitefield,2,110.0,2,1270.0
Other,4,460.0,3,3290.0
Jakkur,3,183.0,3,1932.47
Jalahalli,3,160.0,3,2086.0
Old Madras Road,2,51.42,2,1165.0
Rajaji Nagar,2,165.0,2,1440.0
Chandapura,1,22.0,2,740.0
5th Phase JP Nagar,2,60.0,2,1075.0
Bellandur,2,83.5,2,1260.0
Green Glen Layout,3,125.0,3,1717.0
Raja Rajeshwari Nagar,2,56.0,3,1335.0
Vidyaranyapura,2,42.0,2,1200.0
JP Nagar,2,73.0,2,1157.0
KR Puram,4,121.0,4,2283.0
Sahakara Nagar,2,54.0,2,1200.0
Bommanahalli,2,54.0,2,1050.0
Binny Pete,3,147.0,3,1516.0
Indira Nagar,6,475.0,6,2400.0
Channasandra,2,44.41,2,1050.0
Hegde Nagar,2,66.0,2,1000.0
9th Phase JP Nagar,2,35.0,2,1050.0
BEML Layout,2,65.0,2,1194.0
Hormavu,2,69.0,2,1210.0
Whitefield,3,110.0,3,1660.0
Malleshwaram,2,125.0,2,1410.0
Bannerghatta Road,2,53.0,2,1206.0
Kambipura,2,49.0,2,883.0
Bannerghatta Road,2,55.0,2,1150.0
Other,2,65.0,2,1100.0
Banashankari Stage II,2,125.0,2,1245.0
Cooke Town,3,110.0,3,1850.0
Hoodi,4,220.0,4,3385.0
Other,3,72.0,2,600.0
Other,3,75.0,3,1200.0
